coffee_name,roaster_name,roaster_location,coffee_origin,roast_level,agtron,est_price,review_date,overall_score,h1,s1,h2,s2,h3,s3,h4,s4,h5,s5,p1,p2,p3
Ethiopia Sidama Ardi,Caffe Luxxe,"Santa Monica, California","Guji Zone, Sidama Province, southern Ethiopia.",Medium,52/61,$17.00/12 ounces,June 2014,94,Aroma:,10,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,9,"Blind Assessment: Immense and lavish. Blueberry, guava, dark chocolate, a hint of cognac, musky, carnal flowers in aroma and cup. Richly pungent acidity; lightly syrupy mouthfeel. Guava and chocolate in particular carry into a mildly drying but deeply flavor-saturated finish.","Notes: A spectacularly fruit-toned but unusually refined example of a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Caffe Luxxe is an Italian-inflected artisan roaster and retailer that emphasizes both its coffee knowledge and precision and its straightforward lack of pretension. Visit www.caffeluxxe.com or call 310-394-2222 for more information.",Who Should Drink It: Straightforward structure is lifted by extraordinary aromatic depth and complexity from nose to finish.
Ace Espresso,Propeller Coffee,"Toronto, Ontario, Canada",Brazil; Ethiopia,Medium-Light,58/66,$16.00/16 ounces,June 2014,93,Aroma:,9,Body:,8							,Flavor:,9,Aftertaste:,8,With Milk:,9,"Blind Assessment: Evaluated as espresso. Rich, deep, sweet. Dark chocolate, apricot, tangerine, juniper berry and musk in aroma and small cup. Lightly syrupy, rich-toned mouthfeel. Flavor consolidates around cocoa and juniper hints in a crisp finish. Lightly tart and rounded in three parts milk, with excellent flavor continuity and saturation.","Notes: Propeller is a relatively new Toronto-based micro-roaster with a dedication to careful selection and exceptional craft roasting of high-end coffees, the outgrowth of five years of successful business as the three-location Crema Coffee café chain. Visit www.propellercoffee.com or call 416-479-3771 for more information.",Who Should Drink It: A satisfying espresso with sufficient distinction to excite enthusiasts but round and deep enough to avoid polarizing espresso classicists.
Colombia Piendamo Regional Select,BeanFruit Coffee Co.,"Jackson, Mississippi","Cauca Department, southwestern Colombia.",Medium-Light,60/75,$14.00/12 ounces,June 2014,92,Aroma:,9,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweetly pungent, complex, original. Cherry-like fruit, brown sugar, roasted cacao nib, hints of clove and vanilla in aroma and cup. Crisp, lightly juicy acidity; light, silky mouthfeel. The cacao nib and spice in particular carry into a gently drying but sweet-toned finish. ","Notes: Bean Fruit is a quality-oriented small-batch roaster based in Jackson, Mississippi, whose motto is a Biblical quotation from Galatians 5:22-23: “But the fruit of the Spirit is love, joy, peace, long suffering, gentleness, goodness, faith, meekness, temperance: against such there is no law.” Visit www.beanfruit.com or call 601-624-2605 for more information.","Who Should Drink It: Those to whom an unusual flavor complex, sweet but pungent, deep-toned, slightly spicy, appeals."
Costa Rica Dota,Allegro Coffee,"Thornton, Colorado","Santa Maria de Dota valley, Tarrazu growing region, Costa Rica.",Medium,54/67,$9.99/12 ounces,June 2014,88,Aroma:,8,Acidity:,7,Body:,8,Flavor:,8,Aftertaste:,7,"Blind Assessment: Sweet, delicately crisp. Walnut, fresh-cut fir, carob, raisin, a spicy floral hint in aroma and in the cup, where the carob sweetens and rounds toward chocolate. Quiet, backgrounded acidity; syrupy mouthfeel. Drying though sweet-toned finish.  ","Notes: From the Dota Cooperative, with which Allegro has a long-standing relationship dating back to the 1990’s. Funds from the sale of this coffee go to support Earth University, a private non-profit university in Costa Rica devoted to sustainability and agricultural sciences. This coffee is Rainforest Alliance certified, meaning it was produced following sustainable ecological and socio-economic criteria developed by the Sustainable Agricultural Network, a coalition of independent, environment-focused non-governmental organizations. Allegro Coffee, a subsidiary of Whole Foods Market, offers one of the country's largest selections of single-origin coffees. Visit www.allegrocoffee.com or call 800-227-1107 for more information.","Who Should Drink It: A quiet, sweetly crisp cup with delicate savory hints, the sale of which supports an admirable cause."
Organic Peru Cecovasa,Allegro Coffee,"Thornton, Colorado",Southern Peru,Medium,55/62,$11.99/12 ounces,June 2014,88,Aroma:,8,Acidity:,7,Body:,7,Flavor:,8,Aftertaste:,8,"Blind Assessment: Deep, quiet, gently chocolaty. Hazelnut, dark chocolate, fresh-cut oak, a hint of orangy citrus in aroma and cup. Simple, functional acidity; very lightly syrupy mouthfeel. Chocolate in particular carries into a dry but sweet-toned finish. ","Notes: Produced by farmer members of CECOVASA, an association of cooperatives comprising more than 5,000 individual small-holding indigenous producers in a mountain valley in southern Peru. Certified organically grown. Allegro Coffee, a subsidiary of Whole Foods Market, offers one of the country's largest selections of single-origin coffees. Visit www.allegrocoffee.com or call 800-227-1107 for more information.",Who Should Drink It: Those who enjoy low acidity and chocolate and nut notes in a certified organically-grown coffee.
Colombia Agustino Forest,Allegro Coffee,"Thornton, Colorado","San Agustín growing region, Huila Department, southern Colombia",Medium,53/62,$9.99/12 ounces,June 2014,90,Aroma:,8,Acidity:,8,Body:,8,Flavor:,8,Aftertaste:,8,"Blind Assessment: Pungently sweet, nut-toned. Carob, roasted chestnut, taffy, hints of mango and musk. Crisp, resonant acidity; lightly syrupy mouthfeel. Some flavor carries into a richly balanced finish. ","Notes: Produced by 104 mostly indigenous members of the ASOGUAR (La Argentina Forest Ranger Association) in the celebrated Colombian coffee growing region of San Agustin. Allegro Coffee, a subsidiary of Whole Foods Market, offers one of the country's largest selections of single-origin coffees. Visit www.allegrocoffee.com or call 800-227-1107 for more information.",Who Should Drink It: Those who enjoy sweet yet pungently deep and nut-toned profiles.
Kenya Grand Cru,Allegro Coffee,"Thornton, Colorado",South-central Kenya.,Medium,52/62,$13.99/12 ounces,June 2014,93,Aroma:,9,Acidity:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Tartly sweet, berry-toned, complex. Blackberry, black currant, dark chocolate and complex flowers, from bitterish lavender to sweet honeysuckle. Delicately lush, buoyant acidity; silky, lively mouthfeel. Berries and chocolate saturate a deep finish.","Notes: Allegro’s Kenya Grand Cru represents a selection of top lots produced in the heart of Kenya’s famed traditional coffee belt, mainly from the celebrated SL28 and SL34 varieties of Arabica. Allegro Coffee, a subsidiary of Whole Foods Market, offers one of the country's largest selections of single-origin coffees. Visit www.allegrocoffee.com or call 800-227-1107 for more information.",Who Should Drink It: Balance and elegance in a superb classic Kenya.
Celinga Ethiopia Espresso,JBC Coffee Roasters,"Madison, Wisconsin","Celinga Village, Yirgacheffe growing region, southern Ethiopia.",Medium-Light,57/73,$16.50/12 ounces,June 2014,94,Aroma:,9,Body:,9							,Flavor:,9,Aftertaste:,9,With Milk:,9,"Blind Assessment: Intense, brightly sweet, deep. Honey, lilac, complex fruit (blood orange, mango, passion fruit), roasted cacao nib in aroma and small cup. Very smooth, silky mouthfeel. Flavor consolidates in a tartly drying but very sweet finish. Three parts milk rounds the cacao-nib and fruit to a rich, fruit-saturated chocolate.  ","Notes: Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this impressive example processed by the wet or washed method (fruit skin and pulp are removed before drying on raised beds) typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. JBC Coffee Roasters (formerly Johnson Brothers Coffee Roasters) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","Who Should Drink It: Definitely not a traditionally rounded, chocolate-and-cedar Italian style espresso, yet deeper, sweeter and considerably more complex than most espressos in the brighter contemporary style."
Celinga Ethiopia,JBC Coffee Roasters,"Madison, Wisconsin","Celinga Village, Yirgacheffe growing region, southern Ethiopia.",Medium-Light,57/73,$16.50/12 ounces,June 2014,95,Aroma:,9,Acidity:,9,Body:,9,Flavor:,10,Aftertaste:,8,"Blind Assessment: Intense, sweetly complex, dramatic. Honey, jasmine, peach, mango, a crisp hint of roasted cacao nib in aroma and cup. Buoyant, lyric acidity; silky, lively mouthfeel. Flavor consolidates but rings on and on in a very long finish.  ","Notes: Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this impressive example processed by the wet or washed method (fruit skin and pulp are removed before drying on raised beds) typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. JBC Coffee Roasters (formerly Johnson Brothers Coffee Roasters) is a distinguished small-batch roasting company. Visit www.jbccoffeeroasters.com or call 608-256-5282 for more information.","Who Should Drink It: Simply a superb coffee in the washed southern Ethiopia style, lyric and exhilarating."
Kochere Yirgacheffe Ethiopia,Cafe Grumpy,"Brooklyn, New York","Yirgacheffe growing region, south-central Ethiopia.",Medium-Light,58/72,$18.00/12 ounces,June 2014,92,Aroma:,9,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Crisply sweet, subtle, engaging. Tangerine, plum, lush, lily-like flowers, a hint of nut-toned chocolate in aroma and cup. Brisk, delicate acidity; light but silky mouthfeel. Flowers and chocolate carry into in a richly drying finish.  ","Notes: Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. Yirgacheffe coffees like this one processed by the wet or washed method (fruit skin and pulp are removed before drying) typically express great aromatic complexity and intensity with a particular emphasis on floral notes. Like virtually all Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. An integral part of New York’s coffee renaissance, Brooklyn-based Café Grumpy opened its first café in 2005 and has since expanded to six locations, including a roasting facility and bakery. Visit www.cafegrumpy.com or call 718-383-0748 for more information.","Who Should Drink It: Those who enjoy a delicately exotic, crisp yet sweet breakfast cup."
Las Flores Honduras,Cafe Grumpy,"Brooklyn, New York","Santa Barbara Department, Honduras.",Medium-Light,61/72,$17.00/12 ounces,May 2014,90,Aroma:,8,Acidity:,8,Body:,8,Flavor:,8,Aftertaste:,8,"Blind Assessment: Deep, sweetly pungent. Molasses, pecan, raisin, a hint of dark chocolate in aroma and cup. Roundly tart acidity; full, syrupy mouthfeel. Chocolate and raisin carry into a crisply drying finish.","Notes: Produced in Santa Bárbara Department near the town of Peña Blanca by César Fernandez on his four-hectare farm from trees of the heirloom Bourbon and respected Pacas varieties of Arabica. An integral part of New York’s coffee renaissance, Brooklyn-based Café Grumpy opened its first café in 2005 and has since expanded to six locations, including a roasting facility and bakery. Visit www.cafegrumpy.com or call 718-383-0748 for more information.",Who Should Drink It: A strong-structured coffee with a syrupy but dry mouthfeel and pronounced but rounded acidity.
Brazil Serra Do Bone,Temple Coffee and Tea,"Sacramento, California","Matas de Minas growing region, Minas Gerais State, Brazil.",Light,65/84,$17.50/12 ounces,May 2014,93,Aroma:,9,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,9,"Blind Assessment: Complex, deep, original. Halvah-like honey and nut, coconut, narcissus-like flowers, a hint of rye whisky in aroma and cup. Rich, rounded acidity; light but syrupy mouthfeel. Deeply flavor-saturated finish coasts on and on. ","Notes: Processed by the pulped natural method, in which the coffee is dried (in this case on raised beds) with the skin removed but the fruit pulp still adhering to the beans. Produced by farmer Carlos Sergio Sanglard from trees of the respected Catuai variety of Arabica. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.","Who Should Drink It: Those who prefer forests to meadows, poetic dusk to bright mornings."
Brazil Araponga Temple Select,Temple Coffee and Tea,"Sacramento, California","Minas Gerais State, Brazil.",Medium-Light,61/77,$16.00/12 ounces,May 2014,92,Aroma:,9,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Balanced, subtle, layered. Hazelnut, honeydew melon, tamarind, fresh-cut oak in aroma and cup. Crisp, gently lively acidity; light, buoyant mouthfeel. Resonant, gently flavor-saturated finish. ","Notes: A blend of Brazil coffees selected by Temple from five different farms, including coffees processed both by the dried-in-the-fruit or natural method and the pulped natural method, in which the coffee is dried with the skin removed but all or some of the fruit pulp remaining on the beans. Temple Coffee is a quality-focused retail and wholesale specialty roaster active in Sacramento, California since 2005. Committed to sourcing, roasting and brewing the finest coffees, Temple features coffee from distinguished single estates and cooperatives around the world. Visit www.templecoffee.com or call 916-454-1282 for more information.",Who Should Drink It: A good candidate for those who avoid brightly acidy coffees and prefer balance and subtle layered complexity to assertion and intensity.
Rwanda Gashonga,North Star Micro Roasters,"Leeds, England, United Kingdom","Rusizi District, western Rwanda.",Light,63/90,£5.50/250 grams,May 2014,91,Aroma:,9,Acidity:,8,Body:,8,Flavor:,8,Aftertaste:,8,"Blind Assessment: Richly and sweetly pungent. Rose-like floral notes, mulberry, fresh-cut cedar, musk in aroma and cup. Gently bright, balanced acidity; light but lively mouthfeel. Flavor consolidates but saturates a very sweet-toned finish. ","Notes: Exclusively from trees of the heirloom Red Bourbon variety of Arabica. Rwanda's impressive potential as fine coffee producer has come to fruition over the past decade owing to the industry of its growers, generous support from international aid agencies, and the commitment of North American specialty coffee roasters. The Gashonga wet mill draw coffees from nearly 1,600 small-holding farmer cooperative members. North Star Micro Roasters roasts on a five kilogram machine and is “dedicated to sourcing, roasting and supplying the best coffees we can get our hands on.” Visit www.northstarroast.com for more information.",Who Should Drink It: Those who enjoy a sweetly pungent cup with just a hint of savory depth.
Kiawamururu Kenya,Climpson & Sons Coffee Roasters,"London, England, United Kingdom","Nyeri growing region, south-central Kenya.",Light,63/80,£7.00/250 grams,May 2014,91,Aroma:,8,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Delicate, gently tart. Honey, red currant, hints rose hip, fresh-cut cedar, sweet prairie flowers. Sweetly bright, juicy acidity; lightly syrupy, lively mouthfeel. Rich, flavor-saturated finish.","Notes: Produced by some of the 561 small-holding members of the Kiawamururu Cooperative. Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Worldwide shipping of this and other fine UK coffees is available through The Coffee Roasters at thecoffeeroasters.co.uk. Visit www.climpsonandsons.com for more information.","Who Should Drink It: Pure, delicate, gently bright; a meadow in a cup."
Doyo Coop Ethiopia,Climpson & Sons Coffee Roasters,"London, England, United Kingdom","Jimma Zone, Oromia Region, southwestern Ethiopia.",Light,68/91,£6.50/250 grams,May 2014,91,Aroma:,8,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Very sweet, soft, delicate. Distinct honey and almond notes, roasted cacao nib, hints of narcissus and tangerine-like fruit in aroma and cup. Gentle, lively acidity; light but silky mouthfeel. Almond and flowers carry into a sweet, quiet, slightly drying finish.",Notes: Produced by a cooperative of 430 small-holding farmers from traditional local heirloom varieties of Arabica. Worldwide shipping of this and other fine UK coffees is available through The Coffee Roasters at thecoffeeroasters.co.uk. Visit www.climpsonandsons.com for more information.,"Who Should Drink It: A tactful light roast allows the honey-toned sweetness to dominate in this very pure, delicate coffee."
Ethiopia Levelup Coffee Natural,Horsham Coffee Roaster,"West Sussex, England, United Kingdom",Southern Ethiopia,Medium-Light,55/67,£5.00/227 grams,May 2014,92,Aroma:,9,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Richly and lavishly pungent. Blackberry, black currant, dark chocolate, musky flowers in aroma and cup. Low-toned but vibrant acidity; lightly syrupy, lively mouthfeel. Distinct dark chocolate and berry notes carry into a long, clean, sweet-toned finish.","Notes: Levelup Coffee is a relatively new international coffee production company that produces mid-sized lots of green coffees with consistent and distinctive cup profiles. It is the creation of the team that developed Ninety Plus, the admired Panama- and Ethiopia-based producer of small-lot, high-end coffees. This particular Levelup Coffee is a dry-processed or ""natural"" Ethiopia coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Horsham Coffee Roaster is dedicated to supplying premium, ethically traded, freshly roasted coffee. Worldwide shipping of this and other fine UK coffees is available through The Coffee Roasters at thecoffeeroasters.co.uk. Visit www.horshamcoffeeroaster.com or call +44 7828 786443 for more information.","Who Should Drink It: A fine example of the latest style of dried-in-the-fruit or natural coffees, in which the fruit notes are pungently crisp rather than lushly fermenty."
Ethiopia Guji Shakiso,Clifton Coffee Roasters,"Bristol, England, United Kingdom","Guji Zone, Oromia Region, Sidama Province, Ethiopia.",Light,64/90,£6.50 for 250g,May 2014,92,Aroma:,9,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweet, juicy, complex. Orange- and guava-like fruit, dark chocolate, pistachio, lush honeysuckle in aroma and cup. Brisk but juicy acidity; silky mouthfeel. Flavor gently saturates a deep, lively finish.  ","Notes: Produced by small-holding farmers from traditional local heirloom varieties of Arabica. Clifton Coffee supplies specialty coffee, barista training and commercial espresso machines to coffee shops around the United Kingdom. Worldwide shipping of this and other fine UK coffees is available through The Coffee Roasters at thecoffeeroasters.co.uk. Visit www.cliftoncoffee.co.uk or call +44 845 260 6706 for more information.","Who Should Drink It: Those who enjoy a refreshing, brisk yet juicy coffee with a gently exotic fruit and floral character."
Gatomboya Bourbon SL28 Kenya,Artisan Roast,"Edinburgh, Scotland, United Kingdom","Nyeri growing region, south-central Kenya.",Medium,52/68,£7.45/250 grams,May 2014,93,Aroma:,9,Acidity:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Crisp, sweetly and elegantly tart. Black currant, dark chocolate, night-blooming flowers, pungent sandalwood in aroma and cup. Richly and deeply tart acidity; lightly syrupy, lively mouthfeel. Flowers, black currant, sandalwood all saturate a resonant though drying finish.","Notes: From small-holding producers associated with the Gatomboya wet mill or washing station and produced from trees of the celebrated, Bourbon-related SL28 and SL34 varieties of Arabica. Despite grower discontent, unclear government coffee policy and urban encroachment on prime coffee lands, the famed Kenya coffee auction system and its participating cooperatives continue to produce some of the world's most elegant and distinctive coffees. Edinburgh-based Artisan Roast is an award-winning gourmet coffee roastery with two proprietary cafés in Edinburgh and wholesale distribution to top cafés and restaurants throughout Scotland. Worldwide shipping of this and other fine UK coffees is available through The Coffee Roasters at thecoffeeroasters.co.uk. Visit www.artisanroast.co.uk or call +44 7526 236615 for more information.","Who Should Drink It: Those who enjoy the sweetly tart, dry berry and lush floral character of a fine Kenya."
Colombia Santiago Joven,Spyhouse Coffee Roasters,"Minneapolis, Minnesota","Timana growing region, Huila Department, southern Colombia",Medium-Light,57/77,$17.00/12 ounces,May 2014,93,Aroma:,9,Acidity:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Pungent and savory-sweet. Roasted cacoa nib and nut, lily, complex fruit (apricot, plum, blood orange), a hint of sweet licorice bark in aroma and cup. Rich, juicy acidity; lightly plush mouthfeel. Floral and cacao notes in particular carrying into a crisp finish.","Notes: Farmer Santiago Joven of Finca La Montanita is a member of the ASPROTIMANA cooperative. Founded in 2001 by thirty-two producers, ASPROTIMANA is now comprised of nearly ninety. Spyhouse Coffee Roasting emphasizes building relationships within and around the coffee community through passion and knowledge. Visit www.spyhousecoffee.com or call 612-345-4348 for more information.","Who Should Drink It: A distinctive variation on the classic Colombia profile, juicy with a crisp, engaging savory edge."
Ethiopia Ardi,Topeca Coffee Roasters,"Tulsa, Oklahoma","Guji Zone, Sidama Province, southern Ethiopia.",Light,68/96,$14.99/12 ounces,May 2014,92,Aroma:,9,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Crisply pungent, balanced, sweet-toned. Roasted cacao nib, almond, tangerine, a hint of sweetly fermented fruit cider in aroma and cup. Gently brisk acidity; lively, lightly syrupy mouthfeel. A hint of savory depth in the cup carries with the cacao nib and tangerine into a resonant finish.","Notes: From the Kercha Cooperative. This coffee is certified organically grown and Fair Trade certified, meaning it was purchased from small-holding farmers at a ""fair"" or economically sustainable price. It is an unusually refined example of a dry-processed or ""natural"" coffee, meaning the beans were dried inside the fruit rather than after the fruit has been removed, as is the case with wet-processed or ""washed"" coffees. Topéca Coffee is an artisan roaster with three café locations and a roastery in Tulsa, Oklahoma.Visit www.topecacoffee.com or call 918-398-8022 for more information.",Who Should Drink It: Those who enjoy gentle complexity and balance and a bit of savory/cidery intrigue.
Tanzania Shiwanda Estate Peaberry,Pebble Coffee,"Taipei, Taiwan","Mbeya growing region, southern Tanzania.",Medium,58/62,$9.00/6 ounces,May 2014,91,Aroma:,8,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweet, balanced, gently deep. Caramel, walnut, raisin, flowers, coriander in aroma and cup. Juicy, gently lush acidity; light, silky mouthfeel. Flavor consolidates in a crisp, resonant finish.","Notes: Unlike the cooperative coffees that dominate East and Central Africa production, this is an estate-grown coffee. This sample consists entirely of peaberries, a kind of bean that results when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. For reasons that are not entirely clear, Tanzania is particularly associated with its peaberry grades. Pebble Coffee is a specialty micro-roaster located Taipei, Taiwan that focuses on high-end coffees. Email [email protected] or call +886-2-2760-8616 for more information. ","Who Should Drink It: Quietly complete cup with a slight spice hint to the flowers. Expresses the combination of delicacy and sensory depth traditionally associated with the Tanzania peaberry, a classic coffee type particularly prominent in the early decades of the North American specialty coffee movement."
Congo Muungano,Wonderstate Coffee,"Driftless, Wisconsin","Kalehe, Southern Kivu, Democratic Republic of the Congo.",Medium-Light,58/79,$15.75/12 ounces,May 2014,92,Aroma:,8,Acidity:,9,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Pungent, sweetly tart. Tangerine, agave syrup, roasted cacao nib, plum in aroma and cup. Impressively lush, sweetly bright acidity; plush mouthfeel. The tart tangerine carries into a deeply resonant, sweet-toned finish.","Notes: The Democratic Republic of the Congo has very recently established itself as a source of specialty coffee with the founding of the Muungano Cooperative in an area overlooking Lake Kivu, on the opposite side of the lake from Rwanda. The rapidly growing cooperative now has 2,300 members, and apparently is succeeding its goal to help heal the wounds left by the latest in eastern Congo’s seemingly endless string of horrific rebellions and civil wars. Wonderstate Coffee, formerly Kickapoo Coffee, is an award-winning roaster based in rural Wisconsin known for their commitment to guaranteeing higher pay for farmers and being the country’s first 100% solar powered roastery. Visit https://wonderstate.com for more information.","Who Should Drink It: The agave- and tangerine-like notes in particular animate this sweetly tart, complex cup."
Burundi Kayanza Gitika,Revel Coffee,"Billings, Montana","Kayanza Province, northern Burundi.",Light,64/84,$12.25/12 ounces,May 2014,92,Aroma:,9,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Sweet, lively, juicy. Cane sugar, honeysuckle, white grape, hazelnut, a hint of tapioca in aroma and cup. Bright, resonant acidity; lightly syrupy mouthfeel. Flavor consolidates in a long, sweet-toned finish.","Notes: Burundi is a small, landlocked country in the Great Lakes region of Central Africa. Most coffee is grown in the mountains of the north, bordering Rwanda. Benefiting from ideal growing conditions and large plantings of the heirloom Bourbon variety of Arabica, Burundi coffee has an excellent reputation, though it is better known in Europe than in the United States. This particular Burundi was processed by the Gitika washing station. Revel Coffee is a micro-roaster located in Billings, Montana. Its motto: “Quality is paramount – a difference you can revel in.” Visit www.revelcoffee.com or call 406-534-9621 for more information.",Who Should Drink It: Those who enjoy coffees sweet and pure enough to achieve completeness in a very light roasting style.
Flor Del Huila,Caribou Coffee,"Minneapolis, Minnesota","Garzon growing region, Huila Department, southern Colombia.",Medium,53/58,$16.99/16 ounces,May 2014,91,Aroma:,8,Acidity:,8,Body:,8,Flavor:,9,Aftertaste:,8,"Blind Assessment: Gently and sweetly tart, quietly complex. Brown sugar, roasted cacao nib, peach, orange, hazelnut in aroma and cup. Crisp, backgrounded acidity; light but silky mouthfeel. Flavor rounds but carries into a sweet-toned finish. ","Notes: This coffee is Rainforest Alliance certified, meaning it was produced following sustainable ecological and socio-economic criteria developed by the Sustainable Agricultural Network, a coalition of independent, environment-focused non-governmental organizations. Caribou Coffee is a retail roasting chain based in the upper Middle West whose rather irreverent motto ""Life is short. Stay awake for it"" belies a serious approach to coffee. Visit www.cariboucoffee.com or call 888-227-4268 for more information.","Who Should Drink It: Understated but bright, a subtle Colombia for subtle classicists."
Tanzania Nyoni,Caribou Coffee,"Minneapolis, Minnesota","Matengo Highlands, Ruvuma Region, southwestern Tanzania.",Medium,48/59,$16.99/16 ounces,May 2014,90,Aroma:,8,Acidity:,8,Body:,8,Flavor:,8,Aftertaste:,8,"Blind Assessment: A rich, lightly roast-toned dark chocolate enveloped in lush floral sweetness dominates in aroma and cup. Hints of banana and honey. Rich, round, gently tart acidity; lightly syrupy mouthfeel. The finish is mildly drying, but a resonant chocolate sweetness prevails in the long.","Notes: From the Nyoni Cooperative Union of small holding producers in Tanzania in the highlands above Lake Nyasa. This coffee is Rainforest Alliance certified, meaning it was produced following sustainable ecological and socio-economic criteria developed by the Sustainable Agricultural Network, a coalition of independent, environment-focused non-governmental organizations. Caribou Coffee is a retail roasting chain based in the upper Middle West whose rather irreverent motto ""Life is short. Stay awake for it"" belies a serious approach to coffee. Visit www.cariboucoffee.com or call 888-227-4268 for more information.",Who Should Drink It: Chocolate and flowers – sounds right for spring.
Copan Honduras,Caribou Coffee,"Minneapolis, Minnesota","Copan Department, Honduras.",Medium,54/59,$16.99/16 ounces,May 2014,89,Aroma:,8,Acidity:,7,Body:,8,Flavor:,8,Aftertaste:,8,"Blind Assessment: Round, quiet, deep. Raisin, dark chocolate, roasted pistachio, oak in aroma and cup. Rich, low-toned acidity; lightly syrupy mouthfeel. Flavor consolidates in a sweet-toned, balanced, lightly drying finish.","Notes: This coffee is Rainforest Alliance certified, meaning it was produced following sustainable ecological and socio-economic criteria developed by the Sustainable Agricultural Network, a coalition of independent, environment-focused non-governmental organizations. Caribou Coffee is a retail roasting chain based in the upper Middle West whose rather irreverent motto ""Life is short. Stay awake for it"" belies a serious approach to coffee.  Visit www.cariboucoffee.com or call 888-227-4268 for more information.",Who Should Drink It: A calm though resonant coffee for calm though resonant mornings.
Ethiopia Danch Meng,Cambria Coffee,"Cambria, California","Yirgacheffe growing region, south-central Ethiopia.",Medium-Light,57/77,$19.50/12 ounces,May 2014,94,Aroma:,9,Acidity:,9,Body:,9,Flavor:,9,Aftertaste:,8,"Blind Assessment: Intricate, distinctive, complete. Dark chocolate, a rich array of fruit suggestions – pear, pineapple, plum – and rose, sandalwood and vanilla notes in aroma and cup. Plumply tart and rich acidity; lightly syrupy, lively mouthfeel. Flavor consolidates but saturates a long, rich finish.","Notes: Yirgacheffe is a coffee region in southern Ethiopia that produces distinctive coffees from traditional varieties of Arabica long grown in the region. This is a “natural” or dry-processed version, meaning the beans were dried inside the fruit, encouraging a flavor profile that is less predictable and deeper than the more familiar wet-processed floral- and citrus-toned Yirgacheffe profile. Like virtually all Ethiopia coffees, this coffee is produced by villagers on small, garden plots interplanted with food and other subsistence crops. Cambria Coffee is a small, quality-focused artisan roasting company located in the town of Cambria on California’s Central Coast. Visit www.cambriacoffeeroasting.com or call 805-927-0670 for more information.","Who Should Drink It: A fine example of the new style of Ethiopia dried-in-the-fruit coffee, with the lush fruit and chocolate notes characteristic of the processing method, yet still pure, classic, complete. "
