coffee_name,roaster_name,overall_score,roaster_location,p1,p2,p3,roast,aroma,acidity,body,flavor,aftertaste,with_milk,bean_agtron,ground_agtron,year,month,roaster_location_lat,roaster_location_lon,origin_lat,origin_lon
Nicaragua Hacienda Santa Clotilde,Origins Coffee Roasterie,82,"Cape Coral, Florida",Blind Assessment: A past-crop green coffee that faded badly in storage before roasting. The dominating character is a pungency that reads as sweet pine in the aroma and a rather salty spice in the cup.,"Notes: A prize winner in the 2003 (last year's) Nicaragua Cup of Excellence competition, where as a green (unroasted) coffee it placed twentieth out of hundreds of entries, attracting a score of just under 85 from an international jury. Produced from trees of the caturra variety of arabica on the Santa Clotilde farm at a growing altitude of approximately 3,600 feet. Now a past-crop coffee, it unfortunately shows its age. Origins Coffee Roasterie is a small-batch wholesale and retail specialty roaster serving southwestern Florida and beyond. Visit www.originscoffeeroasterie.com or call 239-542-2299 for more information.","Who Should Drink It: Aficionados who may want to sample a coffee that doubtless was fine when freshly shipped from origin, but now is shadowed by a distinct past-crop character.",4,7,6,7,,,,40,48,2004,11,26.6059432,-81.9806771,12.6090157,-85.2936911
Honduras Tutule La Sociedad,Counter Culture Coffee Roasters,87,"Durham, North Carolina","Blind Assessment: Low-toned and pungent, bittersweet rather than acidy. Cedar and chocolate hints in the aroma; in the cup a deep, pruny (or perhaps dried fig) fruit and crisp, dry berry notes, with perhaps a little rounding suggestion of chocolate.","Notes: A prize winner in the 2004 Honduras Cup of Excellence competition, where as a green (unroasted) coffee it placed eleventh out of hundreds of entries, attracting a score of 86 from an international jury. Produced from trees of the respected catuai variety of arabica on the La Sociedad farm at a growing altitude of approximately 5,400 feet. Counter Culture Coffee is a small-batch wholesale specialty roaster with a particularly informative and lively website and youthful, enthusiastic leadership.  Visit www.counterculturecoffee.com or call 888-238-5282 for more info.",Who Should Drink It: Fig-Newton lovers.,3,7,7,8,,,,47,60,2004,11,35.996653,-78.9018053,15.2572432,-86.0755145
Nicaragua Buena Vista,Timothy's World Coffee,88,"Toronto, Canada","Blind Assessment: Low-key and rich. In the aroma fresh-cut cedar and caramel, with a shimmer of crisply temperate fruit, pear perhaps. In the cup the low-toned acidity is sweet, the mouthfeel round. The cup is a bit monotoned when hot, but as it cools it opens up beautifully, revealing a deep, black-cherry-toned fruit. The finish is slightly heavy.","Notes: A prize winner in the 2004 Nicaragua Cup of Excellence competition, where as a green (unroasted) coffee it placed twenty-seventh out of hundreds of entries, attracting a score of 84-plus from an international jury. Produced from trees of the caturra variety of arabica on the Buena Vista farm at a growing altitude of approximately 4,400 feet. Timothy?s is a Toronto-based, quality-oriented specialty coffee chain with locations in Canada, the United States and Europe. Visit www.timothys.com or call 888-937-6278 for more info.",Who Should Drink It: Those who prefer the feel of corduroy to silk.,3,7,7,8,,,,50,58,2004,11,43.6534817,-79.3839347,12.6090157,-85.2936911
El Salvador Los Naranjos,Origins Coffee Roasterie,90,"Cape Coral, Florida","Blind Assessment: Aroma and finish are balanced and understated, almost simple, but the cup transcends limitation with its big-bodied, sweet-toned opulence. There is nuance here: roast-influenced cedar and dark chocolate in the aroma, caramel and perhaps raisin in the cup, but the sensory payoff is the fatly silky body and round, resonant depth.","Notes: A prize winner in the 2004 El Salvador Cup of Excellence competition, where as a green (unroasted) coffee it placed thirty-third out of hundreds of entries, attracting a score of 84 from an international jury. Produced from trees of the heirloom Bourbon variety of arabica on the Los Naranjos farm at a growing altitude of approximately 4,600 feet. Origins Coffee Roasterie is a small-batch wholesale and retail specialty roaster serving southwestern Florida and beyond.  Visit www.originscoffeeroasterie.com or call 239-542-2299 for more info.","Who Should Drink It: Those who want to be surprised by comfort ? for example, sitting in a chair so comfortable that one rediscovers the act of sitting.",3,7,8,9,,,,46,57,2004,11,26.6059432,-81.9806771,13.8000382,-88.9140683
Cup of Excellence El Salvador Brasil,Coffee Masters,90,"Spring Grove, Illinois","Blind Assessment: Sweet, low-toned, resonant in dimension. Distinct raisin and milk chocolate notes in the aroma. In the cup big-bodied and creamy, with a tightly woven, deep-toned, caramel- and chocolate-toned complexity.","Notes: A prize winner in the 2004 El Salvador Cup of Excellence competition, where as a green (unroasted) coffee it placed eighth out of hundreds of entries, attracting a score of just under 89 from an international jury. Produced from trees of the heirloom Bourbon variety of arabica on the ?Brasil? farm of Carlos Ernesto Guerrero Lara at a growing altitude of approximately 4,800 feet. Coffee Masters is a leading, quality-oriented wholesale roaster founded in 1985. Visit www.coffeemasters.com or call 800-334-6485 for more info.",Who Should Drink It: Those who love comfort but avoid sentimentality.,3,9,7,8,,,,53,55,2004,11,42.4436308,-88.2364775,13.8000382,-88.9140683
Nicaragua Los Delirios,Intelligentsia Coffee,91,"Chicago, Illinois","Blind Assessment: A bold, sweetly acidy coffee with a shifting, subtle complexity. In the aroma low-toned, lushly rich fruit (apricot, papaya, even banana) leaning toward milk chocolate. In the cup brighter and higher-toned, with lemon, flowers and continued suggestions of milk chocolate. Rounds and richens as it cools, the fruit tones landing somewhere near cherry.","Notes: A prize winner in the 2004 Nicaragua Cup of Excellence competition, where it placed first out of hundreds of entries, attracting a score of 91-plus from an international jury and selling at Internet auction for a then record-breaking price of $12.50 per pound as a green (unroasted) coffee. Certified organically grown. Produced from trees of the caturra variety of arabica on the Los Delirios farm at a growing altitude of approximately 4,400 feet. Intelligentsia, under the leadership of coffee buyer Geoff Watts and president Doug Zell, has become a leading supporter and buyer of Cup of Excellence coffees. Visit www.intelligentsiacoffee.com or call 888-945-9786 for more information.",Who Should Drink It: Those who always try to take a different road home.,3,8,8,8,,,,56,65,2004,11,41.8755616,-87.6244212,12.6090157,-85.2936911
El Salvador Las Nubitas,Intelligentsia Coffee,92,"Chicago, Illinois","Blind Assessment: An unusual bittersweet, gently spicy tendency runs from aroma through finish. The aroma is caramelly but pungent, with a hint of milk chocolate. The cup is low-toned and dominated by a sweet/sour/bitter fruit; tamarind and lemon perhaps. In the cup the background milk chocolate is more pronounced, rounding the bright fruit. The finish is slightly but richly astringent.","Notes: A prize winner in the 2004 El Salvador Cup of Excellence competition, where as a green (unroasted) coffee it placed third out of hundreds of entries, attracting a score of 90-plus from an international jury. Produced from trees of the heirloom Bourbon variety of arabica on the Las Nubitas farm at a growing altitude of approximately 4,900 feet. Intelligentsia, under the leadership of coffee buyer Geoff Watts and president Doug Zell, has become a leading supporter and buyer of Cup of Excellence coffees. Visit www.intelligentsiacoffee.com or call 888-945-9786 for more info.","Who Should Drink It: Those who enjoy dry, spicy white table wines.",3,8,7,8,,,,57,63,2004,11,41.8755616,-87.6244212,13.8000382,-88.9140683
El Salvador Las Nubitas,Stumptown Coffee Roasters,92,"Portland, Oregon","Blind Assessment: A delicately intense, sweetly acidy cup. In the aroma spicy and floral with milk chocolate undertones. Perfectly balanced and lyric in the cup, with floral notes and a sweet, high-toned temperate fruit, pear or cherry. The chocolate resurfaces in the long, gently astringent finish.","Notes: A prize winner in the 2004 El Salvador Cup of Excellence competition, where as a green (unroasted) coffee it placed third out of hundreds of entries, attracting a score of 90-plus from an international jury. Produced from trees of the heirloom Bourbon variety of arabica on the Las Nubitas farm at a growing altitude of approximately 4,900 feet. Stumptown Coffee is a small-batch premium roasting company that wholesales its coffees as well as serves them in French press format in its three Portland cafes. Under the youthful and enthusiastic leadership of Duane Sorenson, Stumptown has become a leading buyer and supporter of Cup of Excellence coffees. Visit www.stumptowncoffee.com or call 503-230-7797 for more info.","Who Should Drink It: A naturally sweet, gentle introduction to the traditional connoisseur?s preferred coffee pleasure, acidity.",3,8,8,,,,,53,63,2004,11,45.5202471,-122.674194,13.8000382,-88.9140683
La Corona Blend,Intelligentsia Coffee,92,"Chicago, Illinois","Blind Assessment: The aroma is low-toned but resonant with leather and fruit-toned chocolate. The acidity is rich and smoothly integrated, the mouthfeel round and supple. The chocolate declaration in the aroma is even more pronounced in the cup, but fruitier, more opulent.","Notes: A blend of prize-winning coffees from the 2004 Cup of Excellence competitions held in El Salvador, Honduras and Nicaragua. Intelligentsia, under the leadership of coffee buyer Geoff Watts and president Doug Zell, has become a leading supporter and buyer of Cup of Excellence coffees. Visit www.intelligentsiacoffee.com or call 888-945-9786 for more info.",Who Should Drink It: A soft but rich coffee for those who value completeness over drama.,2,8,8,8,,,,61,74,2004,11,41.8755616,-87.6244212,13.8000382,-88.9140683
Nicaragua Madriz Jose Alfredo Zeledon Cooperative,Terroir Select Coffees,93,"Acton, Massachusetts","Blind Assessment: Delicately rich in aroma and cup. The clean, elegant fruit suggests peach in the aroma and cherry in the cup, with a little swoon toward chocolate. The refined acidity rounds and sweetens beautifully as the cup cools, deepening toward wine.","Notes: A prize winner in the 2004 Nicaragua Cup of Excellence competition, where as a green (unroasted) coffee it placed ninth out of hundreds of entries, attracting a score of 88-plus from an international jury. Certified Fair Trade, although the Cup of Excellence winning auction price of $4.10 per pound far exceeds the formula-determined Fair-Trade minimum price of $1.26 per pound. Produced from trees of the caturra variety of arabica at approximately 3,800 feet by farmer Edmundo Lopez, a member of the Alfredo Zeledon Cooperative. Terroir is a recently established microroaster selling only elite single-origin coffees, no blends. It specializes in medium roast styles designed to foreground the character of the green coffee. Terroir is the creation of George Howell, one of the world's leading coffee visionaries and one of the innovators who founded the Cup of Excellence. Visit www.terroircoffee.com or call 866-444-5282 for more information.",Who Should Drink It: Lovers of purity and subtlety.,2,8,8,8,,,,62,78,2004,11,42.4850931,-71.43284,12.6090157,-85.2936911
El Salvador Montecarlos Peaberry,Stumptown Coffee Roasters,94,"Portland, Oregon","Blind Assessment: Sweet, low-toned, deep, to turn metaphorical, a quiet, smiling, radiant coffee. In the aroma caramel and peach-toned fruit. The peach notes carry into the cup, joined by exhilarating suggestions of flowers and a hint of chocolate. The chocolate turns more explicit in the fine, rich finish.","Notes: A prize winner in the 2004 El Salvador Cup of Excellence competition, where as a green (unroasted) coffee it placed seventh out of hundreds of entries, attracting a score of slightly under 90 from an international jury. An unusual coffee in two respects: It was produced from trees of the large-beaned Pacamara variety of arabica and is composed entirely of the peaberry grade of that variety. Peaberries result when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Grown at an elevation of approximately 5,300 feet on the Montecarlos Tablon Crater farm. Stumptown Coffee is a small-batch premium roasting company that wholesales its coffees as well as serves them in French press format in its three Portland cafýs. Under the youthful and enthusiastic leadership of Duane Sorenson, Stumptown has become a leading buyer and supporter of Cup of Excellence coffees. Visit www.stumptowncoffee.com or call 503-230-7797 for more info.",Who Should Drink It: Those who are never ashamed to smile.,3,9,8,,,,,53,64,2004,11,45.5202471,-122.674194,13.8000382,-88.9140683
El Salvador Montecarlos Tablon Crater,Intelligentsia Coffee,94,"Chicago, Illinois","Blind Assessment: Understated but quietly distinctive. The aroma is round, caramelly and (quite literally) buttery; patience may turn up little cedar and chocolate revelations as well. The butter and caramel notes carry into the cup, where the fruity chocolate intensifies. The short finish is deep, sweet and rich; a memory of chocolate resurfaces in the long.","Notes: A prize winner in the 2004 El Salvador Cup of Excellence competition, where as a green (unroasted) coffee it placed seventh out of hundreds of entries, attracting a score of slightly under 90 from an international jury. An unusual coffee in two respects: It was produced from trees of the large-beaned Pacamara variety of arabica and is composed entirely of the peaberry grade of that variety. Peaberries result when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Grown at an elevation of approximately 5,300 feet on the Montecarlos Tablon Crater farm. Intelligentsia, under the leadership of coffee buyer Geoff Watts and president Doug Zell, has become a leading supporter and buyer of Cup of Excellence coffees. Visit www.intelligentsiacoffee.com or call 888-945-9786 for more info.",Who Should Drink It: Those who know the difference between flash and substance.,2,8,8,7,,,,55,72,2004,11,41.8755616,-87.6244212,13.8000382,-88.9140683
"Kenya AA, 2004 Crop",Bucks County Coffee,93,"Langhorne, Pennsylvania","Blind Assessment: Sweetly high-toned and delicate, this melodic coffee makes up in nuanced top notes what it may lack in force. The exquisite aroma is complexly and sweetly citrusy - Meyer lemon, pink grapefruit - with a shimmer of roses. The sweet citrus notes carry into the cup, joined by crisp dry berry and black currant.",Notes: This coffee represents a new shipment of Kenya AA that replaces last year's Kenya reviewed in May 2004. Bucks County Coffee has managed to stay close to its micro-roasting roots throughout its expansion from a small roasting machine in a carriage house to one of the country's largest regional specialty coffee chains. Visit www.buckscountycoffee.com or call 800-844-8790 for more information.,Who Should Drink It: Those who enjoy effortless beauty.,2,9,8,7,,,,55,68,2004,10,40.1745538,-74.9226665,1.4419683,38.4313975
Papua New Guinea,Moore Coffee,91,"Ventura, California","Blind Assessment: A gentle, sweet coffee whose balance and understated depth and completeness genuinely merits the word elegant. A delicate, dry chocolate flits through the profile from aroma through finish; the acidity is soft, rich, and sweet with pink grapefruit notes.","Notes: Papua New Guinea, which occupies the eastern half of the enormous island of New Guinea, produces some of the world's finest and most distinctive coffees. Moore Coffee is a small retail and wholesale roaster that also offers a range of other fancy foods and beverages. Visit www.moorecoffee.com or call 800-994-8060 for more information.",Who Should Drink It: Those who like to be seduced at breakfast.,4,8,8,7,,,,38,45,2004,10,34.4458248,-119.0779359,-5.6816069,144.2489081
Tanzania Peaberry,Green Mountain Coffee,88,"Waterbury, Vermont","Blind Assessment: This coffee displayed a very slight ""old crop"" (faded, musty-mildew) character that caused co-cupper Christy Thorns to drop her score to 86. Ken (90) felt this shadow defect hardly mattered, however, given the cup's ""almost effervescent delicacy, with tickles of sweet cocoa, pipe-tobacco and caramel."" Christy offered a similar reading of the cup, but with less enthusiasm: ""Although a hint of mustiness somewhat masks the sweetness of the cup, tobacco, cedar and black pepper give this coffee some charm.""","Notes: Peaberries result when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. For reasons that are not clear, most Tanzania coffee imported to the United States is the peaberry grade. Green Mountain Coffee Roasters is one of the country's leading specialty roasters, offering a particularly wide-ranging variety of origins and roast styles. Visit www.greenmountaincoffee.com or call 800-223-6768 for more information.","Who Should Drink It: Those who, like Ken, appreciate a delicate cup with the subtle molasses-apple-spice character of fresh pipe tobacco.",3,8,7,8,,,,45,64,2004,10,44.337125349999994,-72.75549720909403,-6.5247123,35.7878438
Kenya Muthiani,Coffee Emergency,89,"Lincoln, Nebraska","Blind Assessment: The roast dominates the coffee, but agreeably so. Co-cupper Christy Thorns: ""Multi-layered with roasty bitter chocolate, stewed prunes, raisins, and sweet spice. (89)"" Ken: ""Rich, deeply roasty and bittersweet, excellent dimension, dry berry and floral tones shimmer behind the roastiness. Chocolate toward the finish. (88)"" Christy concludes that, although the profile may lack top-notes, a ""syrupy body makes for a powerhouse of a cup.""",Notes: Kenya is one of the world's most admired coffee origins. Coffee Emergency is a husband-and-wife-owned and operated small-batch roasting company and mobile coffee retailer with a modest but rather coffee-savvy website. Visit www.coffeeemergency.com or call 402-202-5336 for more information.,Who Should Drink It: Those who enjoy distinctive origins through the prism of a deep roast.,4,8,7,8,,,,40,49,2004,10,40.8088861,-96.7077751,1.4419683,38.4313975
Ethiopia Sidamo Organic,Thanksgiving Coffee,88,"Fort Bragg, California","Blind Assessment: Although co-cupper Christy Thorns (87) felt the Ethiopia citrus and floral notes turned ""somewhat passive"" under the impact of the roast, she praised the ""complex aromatics of ginger, clove and toasted grain"" and a spicy finish. Ken also found spice notes also in the aroma (black pepper, clove), but particularly admired the cup for its round mouthfeel and ""juicy and sweet but vegetal"" character, ""a bit like biting into a ripe plum and tasting the skin and the flesh at the same time."" What we can take away from all of this is a coffee with less floral and citrus character than a classic wet-processed Ethiopia, but with more spice and tingle.","Notes: Sidamo coffee, which can originate from a growing region considerably larger and more diverse than the more geographically limited and more celebrated Yirgacheffe, tends to share the latter's lemon and floral character, though perhaps less explosively. Certified organically grown. One of America's groundbreaking socially and environmentally progressive roasters, Thanksgiving aimed to combine coffee quality with social and environmental responsibility long before the latter preoccupations became fashionable. Visit www.thanksgivingcoffee.com or call 800-648-6491 for more information.",Who Should Drink It: Lovers of the tingle.,4,8,7,8,,,,45,54,2004,10,39.445723,-123.805294,10.2116702,38.6521203
Kenya Kii Cooperative,Flying Goat Coffee,89,"Healdsburg, California","Blind Assessment: Co-cupper Christy Thorns reduced her score to 89 for this Kenya because she felt its chocolate and spice inclinations were not characteristic of the origin. Ken started at 88 and stayed there. He had no problem admiring the chocolate-inclining sweet citrus character he read in aroma and cup, but felt that ultimately the cup was a bit too simple for a top rating.",Notes: Kenya is one of the world's most admired coffee origins. Flying Goat is a quality-oriented small-batch wholesale/retail roaster located in northern California's wine country. Visit www.flyinggoatcoffee.com or call 800-675-3599 for more information.,"Who Should Drink It: Those who don't care how a Kenya is supposed to taste, but simply enjoy a gentle, complexly chocolate-toned cup.",4,8,8,8,,,,45,55,2004,10,38.6298355,-122.85900211842105,1.4419683,38.4313975
Organic Ethiopia Yirgacheffe,Cafe Campesino,90,"Americus, Georgia","Blind Assessment: A striking and distinctive coffee. Co-cupper Christy Thorns (89) admired its complex aromatics: ""dried apricot, orange zest, clove, citronella."" Ken (90) found a gingery chocolate and lemon that for him was unusual and surprising, which may be why he was slightly more willing than Christy to forgive a slight, shadow salty cling as the cup cooled.","Notes: Its tendency to high-toned, floral and citrus sweetness has made Yirgacheffe, from a lushly beautiful range of hills in southern Ethiopia, one of the world's most admired coffees. Certified organically grown. Cafe Campesino is a small-batch specialty wholesale roaster with a commitment to socially and economically progressive goals. Visit www.cafecampesino.com or call 888-532-4728 for more information.","Who Should Drink It: Those who enjoy spicy, gingery fruit desserts.",2,8,8,8,,,,54,69,2004,10,32.0723862,-84.2326876,10.2116702,38.6521203
Kenya Gaaki Central,Intelligentsia Coffee Roasters,90,"Chicago, Illinois","Blind Assessment: Ken (91) admired this coffee a bit more than co-cupper Christy Thorns (88), who praised its ""gentle grapefruit-like acidity and a nicely rounded, sweet and berry finish"" but didn't carry on about it much. For his part, Ken particularly admired this coffee's citrus-toned acidity, which he found sweet, rounded, and ""profoundly rich and cleanly and elegantly wine-like.""","Notes: Kenya is one of the world's most admired coffee origins. Intelligentsia is a leading, award-winning Chicago-area roaster with a commitment to quality epitomized by the practice of print roast dates on its attractive coffee packaging. Visit www.intelligentsiacoffee.com or call 888-945-9786 for more information.","Who Should Drink It: An essay in sweet, understated acidity for coffee purists and other medium-roast-loving throwbacks.",2,8,8,8,,,,56,68,2004,10,41.8755616,-87.6244212,1.4419683,38.4313975
Ethiopian,Surf City Coffee,91,"Soquel, CA","Blind Assessment: For both Ken (90) and co-cupper Christy Thorns (91), extraordinary aroma: For Christy ""freshly grown ginger, orange peel, apricot, mint and lemon."" Ken stressed the ""caramelly fruit that transforms completely into chocolate."" In the cup, smooth, creamy mouthfeel and, for Ken, a character ""sweetly and deeply tart - dark chocolate and lemon.""","Notes: Its tendency to high-toned, floral and citrus sweetness has made Yirgacheffe, from a lushly beautiful range of hills in southern Ethiopia, one of the world's most distinctive coffees. Surf City is an employee-owned, small-batch, mainly wholesale specialty roaster located close to the California coast near the city of Santa Cruz. Its motto is ""Made by Surfers, for Surfers."" Visit www.surfcitycoffee.com or call 831-462-2305 for more information.","Who Should Drink It: Who shouldn't? A sound, complete coffee with great aromatic excitement but without the perhaps perfumed overstatement of some Yirgacheffes.",3,9,8,8,,,,50,67,2004,10,36.992568000000006,-121.942859743031,10.2116702,38.6521203
Kenya Peaberry,Flying Goat Coffee,90,"Healdsburg, California","Blind Assessment: Both Ken (92) and co-cupper Christy Thorns (88) remarked on an odd (and for Ken an interesting) character to the aroma. Christy called it ""stewed berry,"" Ken - a rich, almost meaty impression - Dijon mustard and ripe tomatoes.? In the cup Christy found ""the acidity a bit timid, [though] the sugary sweetness of the finish more than compensates."" Ken admired the ""sweet, gently tart fruitiness"" of the acidity, finding it more elegant than timid.","Notes: Kenya is one of the world's most admired coffee origins. Peaberries result when the coffee fruit develops only a single, oval bean rather than the usual pair of flat-sided beans. Peaberries produce a somewhat different (often better) cup than normal beans from the same crop, from which they may or may not be separated during grading. Flying Goat is a quality-oriented small-batch wholesale/retail roaster located in northern California's wine country. Visit www.flyinggoatcoffee.com or call 800-675-3599 for more information.","Who Should Drink It: The unusual character of the aroma may interest aficionados, but for lovers of distinctive medium-roast coffees the gentle acidity and sweet finish will be the main appeal.",4,8,7,8,,,,41,52,2004,10,38.6298355,-122.85900211842105,1.4419683,38.4313975
Ethiopia Yirgacheffe,Intelligentsia Coffee Roasters,90,"Chicago, Illinois","Blind Assessment: Co-cupper Christy Thorns' (90) reading was precise and explicit: ""The aromatics of this coffee undulate from desert lime, orange peel, lemon zest to eucalyptus and jasmine blossom. These characteristics do not carry over into the cup, however, but instead a delicate candied sweetness and roasted nut flavor dominate with a hint of ginger in the finish."" Ken (90), just as positive but less specific, was content to praise a rich wine, fruit and floral character. Either way, a complex cup with great aromatic richness and range.","Notes: Its tendency to high-toned, floral and citrus sweetness has made Yirgacheffe, from a lushly beautiful range of hills in southern Ethiopia, one of the world?s most admired coffees. Intelligentsia is a leading, award-winning Chicago-area roaster with a commitment to quality epitomized by the practice of print roast dates on its attractive coffee packaging. Visit www.intelligentsiacoffee.com or call 888-945-9786 for more information.",Who Should Drink It: Those imaginative palates who may want to propose their own version of this complex Yirgacheffe.,2,8,8,8,,,,56,70,2004,10,41.8755616,-87.6244212,10.2116702,38.6521203
Ethiopia Yirgacheffe,The Supreme Bean,91,"North Hollywood, California","Blind Assessment: The roast takes equal place with the coffee in the success of this darker roasted Yirgacheffe, proving, in co-cupper Christy Thorns' (91) words, ""the amazing roasting range that a fine Ethiopian coffee can withstand."" Christy finds ""stone fruit, licorice, black pepper, citrus, rose petal and lavender"" in the aroma and cup. Ken (90) also admired the rich floral and sweet citrus character.","Notes: Its tendency to high-toned, floral and citrus sweetness has made Yirgacheffe, from a lushly beautiful range of hills in southern Ethiopia, one of the world's most admired coffees. The Supreme Bean is a Los Angeles-area small-batch wholesale roaster specializing in roasted-to-order single origin coffees and premium espresso blends. Visit www.thesupremebean.com or call 888-288-5282 for more information.","Who Should Drink It: Lovers of the spicy, lemony turn Yirgacheffes take when brought to a skillful dark roast.",4,9,8,8,,,,36,48,2004,10,34.1729044,-118.3740371,10.2116702,38.6521203
Greenwich Blue 100% Jamaica Blue Mountain,Greenwich Mountain Estate,86,"Kingston, Jamaica","Blind Assessment: Low-key, sweetly pungent aroma: pear, caramel, chocolate. In the cup rich, roundly full-bodied, with plum and chocolate notes. A slight astringent sharpness tends to shadow the lush aromatics, however, particularly in the finish.","Notes: A pure Jamaica Blue Mountain coffee, processed on the estate and roasted and packaged in Jamaica. The start-to-finish control exercised by the estate proprietors makes this coffee different from most Jamaica Blue Mountain, which is anonymously processed in centralized wet mills and roasted at points outside Jamaica.  Visit www.greenwichblue.com or call 718-622-1212 for more information.","Who Should Drink It: The big body, round richness and low-key fruit of a fine Jamaica Blue Mountain are here, though the expansive sweetness is all but missing.",3,8,7,8,,,,45,58,2004,9,17.9712148,-76.7928128,18.1850507,-77.3947693
Organic Fair Trade Sumatra,Stone Creek Coffee,86,"Milwaukee, Wisconsin","Blind Assessment: In the aroma liquored and slightly fermented fruit are accompanied by dark chocolate notes, all of which mask hints of coffee oils going slightly rancid. A heavy body with gritty mouthfeel dominates the cup. Long, rather oily finish. (Lindsey Bolger) ","Notes: Certified organically grown and certified Fair Trade, meaning small-holding farmers have been paid a ""fair"" or economically sustainable price for this coffee. In traditionally processed Sumatras like this one, idiosyncratic fruit removal and drying contribute to a low-toned, earthy/musty cup. Stone Creek Coffee is a quality-oriented wholesale/retail small batch roaster with eight locations in the Milwaukee, Wisconsin area. Visit www.stonecreekcoffee.com or call 877-462-6333 for more information.",Who Should Drink It: Lovers of high-impact dark roasts.,6,8,7,7,,,,0,46,2004,9,43.0349931,-87.922497,,
Organic Fair Trade Mexico Pluma Hidalgo,Counter Culture Coffee,86,"Durham, North Carolina",Blind Assessment: A refreshingly medium roast delivers a dry fragrance of crisp linen scented with geranium that develops into wet aromas of spiced chocolate and browned sugar sweetness with wisps of burned match-like sulfur. Pleasing heft and complexity in the cup. A muscular coffee with a surprisingly crisp and clean finish.,"Notes: Certified organically grown and certified Fair Trade, meaning small-holding farmers have been paid a ""fair"" or economically sustainable price for this coffee. Counter Culture's Sanctuary line offers quality coffees grown in conditions that help maintain essential habitat for North American migratory songbirds. Ten percent of the proceeds from each bag sold is donated to the National Fish and Wildlife Foundation. Visit www.counterculturecoffee.com or call 888-238-5282 for more information.","Who Should Drink It: Lovers of deep, rich and savory Oaxacan mole sauces.",6,7,7,7,,,,0,56,2004,9,35.996653,-78.9018053,23.6585116,-102.0077097
Organic Fair Trade Ethiopian Yirgacheffe,The Roasterie,86,"Kansas City, Missouri","Blind Assessment: Intense aromatics of coffee blossom (imagine jasmine, gardenia and lime), laced with milk chocolate, dried orange peel, bees' wax and lemon. While many Yirgacheffes display flourishes of mint, here oregano is the more dominant herbal note. If this coffee is big and robust in fragrance and aroma, the cup is quiet and a bit timid - a contradiction that adds to the appeal of this delicately balanced coffee. (Lindsey Bolger)","Notes: Certified organically grown and certified Fair Trade, meaning small-holding farmers have been paid a ""fair"" or economically sustainable price for this coffee. Its tendency to high-toned, floral and citrus sweetness has made Yirgacheffe, from a lushly beautiful range of hills in southern Ethiopia, is one of the world's most distinctive coffees. Visit www.theroasterie.com or call 800-376-0245 for more information.",Who Should Drink It: Those who appreciate a Beethoven symphony with the volume turned down.,6,8,7,7,,,,0,55,2004,9,39.100105,-94.5781416,10.2116702,38.6521203
Fair Trade Blend,Peet's Coffee & Tea,87,"Emeryville, California","Blind Assessment: Big, pungent, flame-born phenols boldly emerge in the dry fragrance. In the hot aroma, lush and mouth-watering double chocolate cake. A dense and chewy coffee with an elegant, silky velvet finish - surprisingly sweet for a coffee pushed to its limits during the roast. (Lindsey Bolger)","Notes: All of the constituents of this blend are certified Fair Trade, meaning small-holding farmers have been paid a ""fair"" or economically sustainable price for these coffees. If coffee traces its origins to Ethiopia, dark roasting in the United States traces its origins to Peet's. By manipulating temperature and airflow (what Peet's roast master John Weaver calls ""the Peet""s 'special sauce'""), Peet's achieves its trade-marked ""deep roast"" and a pungent, cling-to-your-palate roasted flavor like almost no other. Visit www.peets.com or call 800-999-2132 for more information.",Who Should Drink It: Wearers of both Birkenstocks and penny loafers. A dark-roasted coffee with bi-coastal appeal.,6,8,7,8,,,,0,41,2004,9,37.8314089,-122.2865266,,
Organic Fair Trade Ethiopian Arabian Nights,Caffe Ibis,87,"Logan, Utah","Blind Assessment: Minty and fresh tobacco notes in the dry fragrance. In the hot aroma dry fruit notes of prune and wisps of spicy sweet chocolate. In the cup the dark roasting amplifies body, but mutes many of the attributes specific to this elegant origin. For me this coffee ultimately suggested a lovely old-master painting, sparkling with jewel-toned detail that centuries of darkened varnish have dulled. Nevertheless, it displays the depth and intensity of a well-crafted and classic French roast. (Lindsey Bolger)","Notes: From the OROMIA Cooperative in southern Ethiopia. Certified organically grown and certified Fair Trade, meaning small-holding farmers have been paid a ""fair"" or economically sustainable price for this coffee. According to Caffe Ibis, the reduced atmospheric pressure and cool climate of its high mountain location in Utah create optimal conditions for slow, dark roasting. Visit www.caffeibis.com or call 888-740-4777 for more information.",Who Should Drink It: Those who enjoy sashimi-grade tuna pan-blackened.,5,8,6,8,,,,,36,2004,9,41.7313447,-111.834863,10.2116702,38.6521203
